country;year;sex;suicides_no
Sri Lanka;1999;male;997
Sri Lanka;1999;male;765
Sri Lanka;1999;female;536
Sri Lanka;1999;female;49
Sri Lanka;1999;female;33
Sri Lanka;1999;female;34
Sri Lanka;1999;female;121
Sri Lanka;1999;female;35
Sri Lanka;1999;male;35
Sri Lanka;2000;male;2
Sri Lanka;2000;male;729
Sri Lanka;2000;male;1521
Sri Lanka;2000;male;873
Sri Lanka;2000;male;615
Sri Lanka;2000;female;54
Sri Lanka;2000;female;288
Sri Lanka;2000;female;4
Sri Lanka;2000;female;39
Sri Lanka;2000;female;125
Sri Lanka;2000;female;27
Sri Lanka;2000;male;21
Sri Lanka;2001;male;162
Sri Lanka;2001;male;671
Sri Lanka;2001;male;1468
Sri Lanka;2001;male;755
Sri Lanka;2001;male;58
Sri Lanka;2001;female;394
Sri Lanka;2001;female;224
Sri Lanka;2001;female;31
Sri Lanka;2001;female;244
Sri Lanka;2001;female;1
Sri Lanka;2001;male;18
Sri Lanka;2001;female;15
Sri Lanka;2002;male;165
Sri Lanka;2002;male;1476
Sri Lanka;2002;male;641
Sri Lanka;2002;male;639
Sri Lanka;2002;male;52
Sri Lanka;2002;female;335
Sri Lanka;2002;female;213
Sri Lanka;2002;female;31
Sri Lanka;2002;female;16
Sri Lanka;2002;female;24
Sri Lanka;2002;female;28
Sri Lanka;2002;male;24
Sri Lanka;2003;male;19
Sri Lanka;2003;male;69
Sri Lanka;2003;male;1483
Sri Lanka;2003;male;65
Sri Lanka;2003;male;59
Sri Lanka;2003;female;358
Sri Lanka;2003;female;38
Sri Lanka;2003;female;186
Sri Lanka;2003;female;111
Sri Lanka;2003;female;218
Sri Lanka;2003;female;23
Sri Lanka;2003;male;11
Sri Lanka;2006;male;211
Sri Lanka;2006;male;649
Sri Lanka;2006;male;1246
Sri Lanka;2006;male;573
Sri Lanka;2006;male;423
Sri Lanka;2006;female;333
Sri Lanka;2006;female;51
Sri Lanka;2006;female;194
Sri Lanka;2006;female;111
Sri Lanka;2006;female;198
Sri Lanka;2006;male;15
Sri Lanka;2006;female;11
Suriname;1985;male;2
Suriname;1985;male;2
Suriname;1985;male;11
Suriname;1985;male;6
Suriname;1985;female;2
Suriname;1985;female;5
Suriname;1985;male;17
Suriname;1985;female;7
Suriname;1985;female;7
Suriname;1985;male;2
Suriname;1985;female;1
Suriname;1986;male;2
Suriname;1986;male;13
Suriname;1986;female;1
Suriname;1986;male;7
Suriname;1986;male;6
Suriname;1986;female;6
Suriname;1986;male;2
Suriname;1986;female;2
Suriname;1986;female;2
Suriname;1986;female;1
Suriname;1987;male;2
Suriname;1987;male;13
Suriname;1987;male;12
Suriname;1987;male;5
Suriname;1987;female;1
Suriname;1987;female;8
Suriname;1987;male;8
Suriname;1987;female;1
Suriname;1987;female;1
Suriname;1987;female;1
Suriname;1988;male;12
Suriname;1988;male;1
Suriname;1988;female;1
Suriname;1988;female;1
Suriname;1988;female;4
Suriname;1988;male;9
Suriname;1988;male;7
Suriname;1988;male;3
Suriname;1988;female;2
Suriname;1989;male;17
Suriname;1989;male;1
Suriname;1989;male;11
Suriname;1989;female;1
Suriname;1989;male;11
Suriname;1989;female;4
Suriname;1989;female;3
Suriname;1989;female;3
Suriname;1989;male;1
Suriname;1989;female;1
Suriname;1990;male;3
Suriname;1990;male;8
Suriname;1990;male;7
Suriname;1990;male;2
Suriname;1990;male;1
Suriname;1990;female;2
Suriname;1990;female;2
Suriname;1990;male;1
Suriname;1991;male;15
Suriname;1991;male;13
Suriname;1991;male;1
Suriname;1991;female;1
Suriname;1991;female;9
Suriname;1991;female;4
Suriname;1991;female;5
Suriname;1991;male;5
Suriname;1991;male;1
Suriname;1991;female;2
Suriname;1991;female;1
Suriname;1992;male;11
Suriname;1992;male;5
Suriname;1992;male;1
Suriname;1992;male;9
Suriname;1992;female;6
Suriname;1992;female;2
Suriname;1992;female;2
Suriname;1992;female;1
Suriname;1992;female;2
Suriname;1995;male;14
Suriname;1995;male;1
Suriname;1995;male;12
Suriname;1995;male;1
Suriname;1995;male;4
Suriname;1995;female;3
Suriname;1995;female;5
Suriname;1995;female;4
Suriname;1995;female;1
Suriname;1995;male;1
Suriname;1996;male;1
Suriname;1996;male;6
Suriname;1996;male;6
Suriname;1996;male;3
Suriname;1996;male;1
Suriname;1996;female;1
Suriname;1996;female;1
Suriname;1996;female;1
Suriname;1996;female;1
Suriname;1997;male;1
Suriname;1997;male;4
Suriname;1997;male;5
Suriname;1997;male;5
Suriname;1997;male;5
Suriname;1997;female;3
Suriname;1997;female;3
Suriname;1997;female;2
Suriname;1997;female;1
Suriname;1997;female;2
Suriname;1997;male;1
Suriname;1998;male;1
Suriname;1998;male;7
Suriname;1998;male;8
Suriname;1998;male;3
Suriname;1998;female;4
Suriname;1998;female;3
Suriname;1998;male;2
Suriname;1998;female;1
Suriname;1999;male;3
Suriname;1999;male;9
Suriname;1999;male;9
Suriname;1999;female;8
Suriname;1999;male;8
Suriname;1999;male;5
Suriname;1999;female;4
Suriname;1999;female;2
Suriname;1999;female;1
Suriname;2000;male;15
Suriname;2000;male;11
Suriname;2000;male;9
Suriname;2000;female;6
Suriname;2000;female;3
Suriname;2000;male;2
Suriname;2000;female;3
Suriname;2000;female;2
Suriname;2000;male;1
Suriname;2001;male;21
Suriname;2001;male;1
Suriname;2001;male;16
Suriname;2001;male;1
Suriname;2001;female;5
Suriname;2001;male;6
Suriname;2001;female;5
Suriname;2001;female;5
Suriname;2001;male;2
Suriname;2001;female;1
Suriname;2002;male;15
Suriname;2002;male;6
Suriname;2002;male;15
Suriname;2002;male;1
Suriname;2002;male;1
Suriname;2002;female;1
Suriname;2002;female;4
Suriname;2002;female;5
Suriname;2002;female;4
Suriname;2002;female;4
Suriname;2002;female;3
Suriname;2002;male;1
Suriname;2003;male;12
Suriname;2003;male;2
Suriname;2003;male;2
Suriname;2003;male;15
Suriname;2003;male;7
Suriname;2003;female;6
Suriname;2003;female;7
Suriname;2003;female;3
Suriname;2003;female;3
Suriname;2003;male;2
Suriname;2004;male;1
Suriname;2004;male;23
Suriname;2004;male;1
Suriname;2004;male;8
Suriname;2004;female;1
Suriname;2004;female;6
Suriname;2004;male;6
Suriname;2004;female;3
Suriname;2004;female;5
Suriname;2004;female;2
Suriname;2004;female;1
Suriname;2004;male;1
Suriname;2005;male;18
Suriname;2005;male;8
Suriname;2005;male;19
Suriname;2005;male;12
Suriname;2005;male;1
Suriname;2005;female;1
Suriname;2005;female;4
Suriname;2005;female;2
Suriname;2005;female;2
Suriname;2005;male;2
Suriname;2005;female;2
Suriname;2005;female;1
Suriname;2006;male;37
Suriname;2006;male;2
Suriname;2006;male;1
Suriname;2006;male;19
Suriname;2006;male;16
Suriname;2006;female;11
Suriname;2006;female;5
Suriname;2006;female;6
Suriname;2006;female;5
Suriname;2006;female;1
Suriname;2007;male;3
Suriname;2007;male;24
Suriname;2007;male;35
Suriname;2007;male;1
Suriname;2007;female;2
Suriname;2007;male;12
Suriname;2007;female;1
Suriname;2007;female;6
Suriname;2007;female;4
Suriname;2007;female;7
Suriname;2007;female;3
Suriname;2007;male;3
Suriname;2008;male;4
Suriname;2008;male;47
Suriname;2008;male;15
Suriname;2008;male;23
Suriname;2008;male;21
Suriname;2008;female;14
Suriname;2008;female;5
Suriname;2008;female;1
Suriname;2008;female;9
Suriname;2008;female;4
Suriname;2008;male;3
Suriname;2008;female;1
Suriname;2009;male;4
Suriname;2009;male;46
Suriname;2009;male;12
Suriname;2009;male;18
Suriname;2009;male;18
Suriname;2009;female;6
Suriname;2009;female;9
Suriname;2009;female;1
Suriname;2009;female;9
Suriname;2009;female;4
Suriname;2009;female;3
Suriname;2009;male;1
Suriname;2010;male;5
Suriname;2010;female;4
Suriname;2010;male;4
Suriname;2010;male;19
Suriname;2010;male;1
Suriname;2010;male;18
Suriname;2010;female;1
Suriname;2010;female;14
Suriname;2010;female;7
Suriname;2010;female;3
Suriname;2010;female;4
Suriname;2010;male;2
Suriname;2011;male;5
Suriname;2011;male;39
Suriname;2011;male;22
Suriname;2011;male;19
Suriname;2011;male;1
Suriname;2011;female;12
Suriname;2011;female;6
Suriname;2011;female;9
Suriname;2011;female;3
Suriname;2011;female;2
Suriname;2012;male;1
Suriname;2012;male;24
Suriname;2012;male;37
Suriname;2012;male;12
Suriname;2012;male;17
Suriname;2012;female;8
Suriname;2012;female;9
Suriname;2012;female;6
Suriname;2012;female;7
Suriname;2012;female;3
Suriname;2013;male;27
Suriname;2013;male;39
Suriname;2013;male;18
Suriname;2013;male;9
Suriname;2013;female;12
Suriname;2013;female;9
Suriname;2013;male;1
Suriname;2013;female;4
Suriname;2013;female;8
Suriname;2013;male;3
Suriname;2013;female;1
Suriname;2014;male;5
Suriname;2014;male;26
Suriname;2014;male;38
Suriname;2014;male;12
Suriname;2014;female;1
Suriname;2014;male;9
Suriname;2014;female;6
Suriname;2014;female;8
Suriname;2014;female;9
Suriname;2014;female;1
Suriname;2014;female;2
Suriname;2014;male;2
Sweden;1987;male;124
Sweden;1987;male;394
Sweden;1987;male;281
Sweden;1987;male;174
Sweden;1987;female;73
Sweden;1987;female;185
Sweden;1987;male;12
Sweden;1987;female;117
Sweden;1987;female;57
Sweden;1987;female;32
Sweden;1987;male;2
Sweden;1988;male;119
Sweden;1988;male;298
Sweden;1988;male;394
Sweden;1988;male;174
Sweden;1988;female;24
Sweden;1988;male;11
Sweden;1988;female;134
Sweden;1988;female;56
Sweden;1988;female;63
Sweden;1988;female;34
Sweden;1988;male;3
Sweden;1988;female;1
Sweden;1989;male;137
Sweden;1989;male;284
Sweden;1989;male;2
Sweden;1989;male;381
Sweden;1989;male;12
Sweden;1989;female;147
Sweden;1989;female;56
Sweden;1989;female;71
Sweden;1989;female;133
Sweden;1989;female;48
Sweden;1989;female;2
Sweden;1990;male;144
Sweden;1990;male;287
Sweden;1990;male;34
Sweden;1990;male;157
Sweden;1990;female;138
Sweden;1990;female;63
Sweden;1990;male;88
Sweden;1990;female;156
Sweden;1990;female;63
Sweden;1990;female;3
Sweden;1990;male;4
Sweden;1990;female;1
Sweden;1991;male;13
Sweden;1991;male;266
Sweden;1991;male;375
Sweden;1991;male;162
Sweden;1991;male;1
Sweden;1991;female;13
Sweden;1991;female;62
Sweden;1991;female;162
Sweden;1991;female;62
Sweden;1991;female;28
Sweden;1991;female;3
Sweden;1991;male;3
Sweden;1992;male;14
Sweden;1992;male;359
Sweden;1992;male;232
Sweden;1992;male;144
Sweden;1992;female;129
Sweden;1992;female;58
Sweden;1992;female;145
Sweden;1992;male;58
Sweden;1992;female;5
Sweden;1992;female;37
Sweden;1992;male;3
Sweden;1993;male;138
Sweden;1993;male;385
Sweden;1993;male;235
Sweden;1993;male;129
Sweden;1993;female;61
Sweden;1993;female;151
Sweden;1993;female;18
Sweden;1993;male;68
Sweden;1993;female;61
Sweden;1993;female;36
Sweden;1993;male;1
Sweden;1994;male;137
Sweden;1994;male;232
Sweden;1994;male;347
Sweden;1994;male;139
Sweden;1994;female;7
Sweden;1994;female;119
Sweden;1994;male;74
Sweden;1994;female;134
Sweden;1994;female;51
Sweden;1994;female;19
Sweden;1994;female;2
Sweden;1995;male;12
Sweden;1995;male;371
Sweden;1995;male;233
Sweden;1995;male;134
Sweden;1995;female;78
Sweden;1995;female;163
Sweden;1995;male;75
Sweden;1995;female;13
Sweden;1995;female;39
Sweden;1995;female;28
Sweden;1995;male;3
Sweden;1995;female;1
Sweden;1996;male;113
Sweden;1996;male;225
Sweden;1996;male;326
Sweden;1996;male;141
Sweden;1996;female;68
Sweden;1996;female;146
Sweden;1996;male;66
Sweden;1996;female;96
Sweden;1996;female;45
Sweden;1996;female;24
Sweden;1996;female;2
Sweden;1996;male;1
Sweden;1997;male;16
Sweden;1997;male;227
Sweden;1997;male;333
Sweden;1997;male;125
Sweden;1997;male;63
Sweden;1997;female;138
Sweden;1997;female;84
Sweden;1997;female;43
Sweden;1997;female;42
Sweden;1997;female;34
Sweden;1997;female;3
Sweden;1997;male;3
Sweden;1998;male;129
Sweden;1998;male;25
Sweden;1998;male;325
Sweden;1998;male;119
Sweden;1998;female;59
Sweden;1998;female;17
Sweden;1998;male;57
Sweden;1998;female;119
Sweden;1998;female;35
Sweden;1998;female;28
Sweden;1998;male;2
Sweden;1998;female;1
Sweden;1999;male;122
Sweden;1999;male;239
Sweden;1999;male;317
Sweden;1999;male;13
Sweden;1999;male;78
Sweden;1999;female;141
Sweden;1999;female;52
Sweden;1999;female;88
Sweden;1999;female;45
Sweden;1999;female;32
Sweden;1999;male;3
Sweden;2000;male;128
Sweden;2000;male;221
Sweden;2000;male;275
Sweden;2000;male;114
Sweden;2000;male;63
Sweden;2000;female;1
Sweden;2000;female;123
Sweden;2000;female;49
Sweden;2000;female;26
Sweden;2000;female;3
Sweden;2000;female;1
Sweden;2000;male;1
Sweden;2001;male;129
Sweden;2001;male;228
Sweden;2001;male;311
Sweden;2001;male;14
Sweden;2001;female;63
Sweden;2001;female;116
Sweden;2001;female;135
Sweden;2001;male;59
Sweden;2001;female;29
Sweden;2001;female;18
Sweden;2001;female;3
Sweden;2001;male;2
Sweden;2002;male;112
Sweden;2002;male;252
Sweden;2002;male;315
Sweden;2002;male;11
Sweden;2002;male;78
Sweden;2002;female;12
Sweden;2002;female;49
Sweden;2002;female;15
Sweden;2002;female;36
Sweden;2002;female;23
Sweden;2002;male;4
Sweden;2002;female;3
Sweden;2003;male;15
Sweden;2003;male;225
Sweden;2003;male;3
Sweden;2003;male;85
Sweden;2003;male;6
Sweden;2003;female;5
Sweden;2003;female;58
Sweden;2003;female;92
Sweden;2003;female;99
Sweden;2003;female;35
Sweden;2003;female;2
Sweden;2003;male;1
Sweden;2004;male;19
Sweden;2004;male;248
Sweden;2004;male;3
Sweden;2004;male;9
Sweden;2004;male;84
Sweden;2004;female;17
Sweden;2004;female;43
Sweden;2004;female;13
Sweden;2004;female;32
Sweden;2004;female;32
Sweden;2004;female;4
Sweden;2004;male;3
Sweden;2005;male;117
Sweden;2005;male;253
Sweden;2005;male;297
Sweden;2005;male;95
Sweden;2005;female;121
Sweden;2005;male;68
Sweden;2005;female;135
Sweden;2005;female;48
Sweden;2005;female;4
Sweden;2005;female;36
Sweden;2005;male;5
Sweden;2005;female;4
Sweden;2006;male;114
Sweden;2006;male;265
Sweden;2006;male;284
Sweden;2006;male;79
Sweden;2006;male;73
Sweden;2006;female;143
Sweden;2006;female;49
Sweden;2006;female;94
Sweden;2006;female;51
Sweden;2006;female;41
Sweden;2006;female;2
Sweden;2006;male;2
Sweden;2007;male;12
Sweden;2007;male;298
Sweden;2007;male;224
Sweden;2007;male;13
Sweden;2007;male;69
Sweden;2007;female;129
Sweden;2007;female;97
Sweden;2007;female;34
Sweden;2007;female;35
Sweden;2007;female;28
Sweden;2007;male;5
Sweden;2007;female;2
Sweden;2008;male;18
Sweden;2008;male;263
Sweden;2008;male;292
Sweden;2008;male;96
Sweden;2008;male;96
Sweden;2008;female;42
Sweden;2008;female;88
Sweden;2008;female;99
Sweden;2008;female;42
Sweden;2008;female;4
Sweden;2008;female;4
Sweden;2009;male;19
Sweden;2009;male;261
Sweden;2009;male;313
Sweden;2009;male;111
Sweden;2009;male;91
Sweden;2009;female;133
Sweden;2009;female;16
Sweden;2009;female;36
Sweden;2009;female;43
Sweden;2009;female;33
Sweden;2009;female;3
Sweden;2009;male;3
Sweden;2010;male;11
Sweden;2010;male;263
Sweden;2010;male;28
Sweden;2010;male;16
Sweden;2010;male;87
Sweden;2010;female;15
Sweden;2010;female;1
Sweden;2010;female;34
Sweden;2010;female;31
Sweden;2010;female;31
Sweden;2010;female;2
Sweden;2010;male;1
Sweden;2011;male;86
Sweden;2011;male;245
Sweden;2011;male;263
Sweden;2011;male;17
Sweden;2011;male;85
Sweden;2011;female;98
Sweden;2011;female;13
Sweden;2011;female;46
Sweden;2011;female;38
Sweden;2011;female;36
Sweden;2011;male;3
Sweden;2011;female;2
Sweden;2012;male;19
Sweden;2012;male;256
Sweden;2012;male;257
Sweden;2012;male;113
Sweden;2012;male;83
Sweden;2012;female;14
Sweden;2012;female;41
Sweden;2012;female;89
Sweden;2012;female;34
Sweden;2012;female;27
Sweden;2012;female;4
Sweden;2012;male;1
Sweden;2013;male;11
Sweden;2013;male;273
Sweden;2013;male;266
Sweden;2013;male;111
Sweden;2013;male;99
Sweden;2013;female;48
Sweden;2013;female;18
Sweden;2013;female;117
Sweden;2013;female;48
Sweden;2013;female;46
Sweden;2013;male;3
Sweden;2013;female;1
Sweden;2014;male;119
Sweden;2014;male;224
Sweden;2014;male;238
Sweden;2014;male;114
Sweden;2014;male;88
Sweden;2014;female;135
Sweden;2014;female;45
Sweden;2014;female;11
Sweden;2014;female;42
Sweden;2014;female;36
Sweden;2014;female;4
Sweden;2014;male;2
Sweden;2015;male;115
Sweden;2015;male;268
Sweden;2015;male;288
Sweden;2015;male;18
Sweden;2015;male;69
Sweden;2015;female;12
Sweden;2015;female;1
Sweden;2015;female;48
Sweden;2015;female;38
Sweden;2015;female;38
Sweden;2015;female;5
Sweden;2015;male;3
Sweden;2016;male;1
Sweden;2016;male;232
Sweden;2016;male;266
Sweden;2016;male;114
Sweden;2016;male;7
Sweden;2016;female;119
Sweden;2016;female;14
Sweden;2016;female;45
Sweden;2016;female;44
Sweden;2016;female;36
Switzerland;1995;male;146
Switzerland;1995;male;262
Switzerland;1995;male;358
Switzerland;1995;male;146
Switzerland;1995;male;14
Switzerland;1995;female;143
Switzerland;1995;female;55
Switzerland;1995;female;13
Switzerland;1995;female;45
Switzerland;1995;female;28
Switzerland;1995;male;2
Switzerland;1996;male;136
Switzerland;1996;male;255
Switzerland;1996;male;357
Switzerland;1996;male;153
Switzerland;1996;male;15
Switzerland;1996;female;73
Switzerland;1996;female;126
Switzerland;1996;female;15
Switzerland;1996;female;5
Switzerland;1996;female;23
Switzerland;1996;male;4
Switzerland;1997;male;134
Switzerland;1997;male;229
Switzerland;1997;male;354
Switzerland;1997;female;92
Switzerland;1997;male;147
Switzerland;1997;male;97
Switzerland;1997;female;12
Switzerland;1997;female;117
Switzerland;1997;female;43
Switzerland;1997;female;23
Switzerland;1997;male;2
Switzerland;1997;female;1
Switzerland;1998;male;153
Switzerland;1998;male;271
Switzerland;1998;male;331
Switzerland;1998;male;159
Switzerland;1998;female;72
Switzerland;1998;male;92
Switzerland;1998;female;16
Switzerland;1998;female;129
Switzerland;1998;female;23
Switzerland;1998;female;3
Switzerland;1998;male;3
Switzerland;1998;female;2
Switzerland;1999;male;139
Switzerland;1999;male;235
Switzerland;1999;male;335
Switzerland;1999;male;133
Switzerland;1999;female;74
Switzerland;1999;male;85
Switzerland;1999;female;18
Switzerland;1999;female;125
Switzerland;1999;female;37
Switzerland;1999;female;21
Switzerland;1999;female;2
Switzerland;1999;male;2
Switzerland;2000;male;152
Switzerland;2000;male;239
Switzerland;2000;male;36
Switzerland;2000;male;147
Switzerland;2000;female;79
Switzerland;2000;male;79
Switzerland;2000;female;128
Switzerland;2000;female;124
Switzerland;2000;female;47
Switzerland;2000;female;2
Switzerland;2000;male;4
Switzerland;2000;female;1
Switzerland;2001;male;16
Switzerland;2001;male;263
Switzerland;2001;male;325
Switzerland;2001;female;86
Switzerland;2001;male;95
Switzerland;2001;male;11
Switzerland;2001;female;125
Switzerland;2001;female;123
Switzerland;2001;female;35
Switzerland;2001;female;21
Switzerland;2001;female;3
Switzerland;2001;male;1
Switzerland;2002;male;163
Switzerland;2002;male;268
Switzerland;2002;female;18
Switzerland;2002;male;332
Switzerland;2002;male;14
Switzerland;2002;female;147
Switzerland;2002;male;77
Switzerland;2002;female;151
Switzerland;2002;female;28
Switzerland;2002;female;31
Switzerland;2002;female;1
Switzerland;2003;male;148
Switzerland;2003;male;231
Switzerland;2003;female;115
Switzerland;2003;male;33
Switzerland;2003;male;79
Switzerland;2003;female;137
Switzerland;2003;male;85
Switzerland;2003;female;116
Switzerland;2003;female;28
Switzerland;2003;female;21
Switzerland;2003;female;4
Switzerland;2003;male;2
Switzerland;2004;male;16
Switzerland;2004;male;236
Switzerland;2004;female;17
Switzerland;2004;male;31
Switzerland;2004;female;146
Switzerland;2004;male;86
Switzerland;2004;male;64
Switzerland;2004;female;119
Switzerland;2004;female;34
Switzerland;2004;female;21
Switzerland;2004;male;1
Switzerland;2005;male;177
Switzerland;2005;male;253
Switzerland;2005;male;38
Switzerland;2005;female;95
Switzerland;2005;male;9
Switzerland;2005;male;69
Switzerland;2005;female;119
Switzerland;2005;female;123
Switzerland;2005;female;4
Switzerland;2005;female;23
Switzerland;2005;male;2
Switzerland;2006;male;163
Switzerland;2006;male;262
Switzerland;2006;female;18
Switzerland;2006;male;277
Switzerland;2006;male;95
Switzerland;2006;female;149
Switzerland;2006;male;64
Switzerland;2006;female;129
Switzerland;2006;female;34
Switzerland;2006;female;23
Switzerland;2006;female;3
Switzerland;2006;male;2
Switzerland;2007;male;191
Switzerland;2007;male;275
Switzerland;2007;female;122
Switzerland;2007;male;297
Switzerland;2007;female;138
Switzerland;2007;male;8
Switzerland;2007;male;74
Switzerland;2007;female;111
Switzerland;2007;female;36
Switzerland;2007;female;32
Switzerland;2007;male;3
Switzerland;2007;female;1
Switzerland;2008;male;175
Switzerland;2008;male;251
Switzerland;2008;female;117
Switzerland;2008;male;291
Switzerland;2008;female;16
Switzerland;2008;male;79
Switzerland;2008;male;64
Switzerland;2008;female;112
Switzerland;2008;female;35
Switzerland;2008;female;29
Switzerland;2008;male;1
Switzerland;2009;male;124
Switzerland;2009;male;242
Switzerland;2009;male;311
Switzerland;2009;male;75
Switzerland;2009;male;72
Switzerland;2009;female;41
Switzerland;2009;female;85
Switzerland;2009;female;16
Switzerland;2009;female;25
Switzerland;2009;female;2
Switzerland;2009;male;3
Switzerland;2009;female;1
Switzerland;2010;male;114
Switzerland;2010;male;22
Switzerland;2010;male;267
Switzerland;2010;male;74
Switzerland;2010;female;96
Switzerland;2010;male;47
Switzerland;2010;female;36
Switzerland;2010;female;13
Switzerland;2010;female;32
Switzerland;2010;female;15
Switzerland;2010;male;2
Switzerland;2011;male;125
Switzerland;2011;male;221
Switzerland;2011;male;261
Switzerland;2011;male;81
Switzerland;2011;male;67
Switzerland;2011;female;44
Switzerland;2011;female;94
Switzerland;2011;female;98
Switzerland;2011;female;25
Switzerland;2011;female;15
Switzerland;2011;male;2
Switzerland;2011;female;1
Switzerland;2012;male;129
Switzerland;2012;male;238
Switzerland;2012;male;251
Switzerland;2012;male;65
Switzerland;2012;male;66
Switzerland;2012;female;12
Switzerland;2012;female;41
Switzerland;2012;female;14
Switzerland;2012;female;29
Switzerland;2012;female;1
Switzerland;2012;male;3
Switzerland;2013;male;146
Switzerland;2013;male;253
Switzerland;2013;male;255
Switzerland;2013;male;78
Switzerland;2013;female;19
Switzerland;2013;male;52
Switzerland;2013;female;37
Switzerland;2013;female;1
Switzerland;2013;female;21
Switzerland;2013;female;17
Switzerland;2013;male;2
Switzerland;2013;female;1
Switzerland;2014;male;144
Switzerland;2014;male;249
Switzerland;2014;male;245
Switzerland;2014;male;68
Switzerland;2014;female;47
Switzerland;2014;male;48
Switzerland;2014;female;88
Switzerland;2014;female;95
Switzerland;2014;female;3
Switzerland;2014;female;14
Switzerland;2014;female;2
Switzerland;2014;male;2
Switzerland;2015;male;143
Switzerland;2015;male;264
Switzerland;2015;male;242
Switzerland;2015;male;8
Switzerland;2015;male;62
Switzerland;2015;female;41
Switzerland;2015;female;111
Switzerland;2015;female;82
Switzerland;2015;female;2
Switzerland;2015;female;24
Switzerland;2015;female;2
Switzerland;2015;male;2
Thailand;1985;male;453
Thailand;1985;male;211
Thailand;1985;female;593
Thailand;1985;male;573
Thailand;1985;male;28
Thailand;1985;male;448
Thailand;1985;female;254
Thailand;1985;female;236
Thailand;1985;female;94
Thailand;1985;female;17
Thailand;1985;female;46
Thailand;1985;male;29
Thailand;1986;male;214
Thailand;1986;male;449
Thailand;1986;male;495
Thailand;1986;male;555
Thailand;1986;female;485
Thailand;1986;male;22
Thailand;1986;female;229
Thailand;1986;female;24
Thailand;1986;female;66
Thailand;1986;female;8
Thailand;1986;male;39
Thailand;1986;female;32
Thailand;1987;male;239
Thailand;1987;male;36
Thailand;1987;male;621
Thailand;1987;male;454
Thailand;1987;female;531
Thailand;1987;male;458
Thailand;1987;female;265
Thailand;1987;female;2
Thailand;1987;female;96
Thailand;1987;female;227
Thailand;1987;male;47
Thailand;1987;female;41
Thailand;1990;male;55
Thailand;1990;male;622
Thailand;1990;male;753
Thailand;1990;male;293
Thailand;1990;male;665
Thailand;1990;female;511
Thailand;1990;female;339
Thailand;1990;female;29
Thailand;1990;female;29
Thailand;1990;female;12
Thailand;1990;male;51
Thailand;1990;female;43
Thailand;1991;male;643
Thailand;1991;male;768
Thailand;1991;male;44
Thailand;1991;male;295
Thailand;1991;male;636
Thailand;1991;female;46
Thailand;1991;female;277
Thailand;1991;female;118
Thailand;1991;female;268
Thailand;1991;female;22
Thailand;1991;male;16
Thailand;1991;female;12
Thailand;1992;male;641
Thailand;1992;male;46
Thailand;1992;male;715
Thailand;1992;male;672
Thailand;1992;male;274
Thailand;1992;female;475
Thailand;1992;female;322
Thailand;1992;female;283
Thailand;1992;female;17
Thailand;1992;female;86
Thailand;1992;male;11
Thailand;1992;female;8
Thailand;1994;male;35
Thailand;1994;male;457
Thailand;1994;male;25
Thailand;1994;male;483
Thailand;1994;male;431
Thailand;1994;female;255
Thailand;1994;female;24
Thailand;1994;female;152
Thailand;1994;female;72
Thailand;1994;female;11
Thailand;1994;female;1
Thailand;1994;male;1
Thailand;1995;male;931
Thailand;1995;male;847
Thailand;1995;male;883
Thailand;1995;male;49
Thailand;1995;male;334
Thailand;1995;female;362
Thailand;1995;female;287
Thailand;1995;female;39
Thailand;1995;female;25
Thailand;1995;female;12
Thailand;1995;male;56
Thailand;1995;female;42
Thailand;1996;male;14
Thailand;1996;male;988
Thailand;1996;male;88
Thailand;1996;male;349
Thailand;1996;male;43
Thailand;1996;female;321
Thailand;1996;female;341
Thailand;1996;female;335
Thailand;1996;female;127
Thailand;1996;female;19
Thailand;1997;male;118
Thailand;1997;male;873
Thailand;1997;male;946
Thailand;1997;male;53
Thailand;1997;male;36
Thailand;1997;female;268
Thailand;1997;female;237
Thailand;1997;female;318
Thailand;1997;female;117
Thailand;1997;female;14
Thailand;1998;male;1222
Thailand;1998;male;99
Thailand;1998;male;1127
Thailand;1998;male;419
Thailand;1998;male;46
Thailand;1998;female;34
Thailand;1998;female;286
Thailand;1998;female;343
Thailand;1998;female;142
Thailand;1998;female;2
Thailand;1998;male;38
Thailand;1998;female;26
Thailand;1999;male;1272
Thailand;1999;male;983
Thailand;1999;male;1234
Thailand;1999;male;469
Thailand;1999;male;72
Thailand;1999;female;324
Thailand;1999;female;283
Thailand;1999;female;174
Thailand;1999;female;38
Thailand;1999;female;28
Thailand;1999;male;38
Thailand;1999;female;19
Thailand;2000;male;1284
Thailand;2000;male;961
Thailand;2000;male;1263
Thailand;2000;male;454
Thailand;2000;male;71
Thailand;2000;female;43
Thailand;2000;female;444
Thailand;2000;female;248
Thailand;2000;female;261
Thailand;2000;female;153
Thailand;2002;male;163
Thailand;2002;male;99
Thailand;2002;male;522
Thailand;2002;male;1252
Thailand;2002;male;743
Thailand;2002;female;456
Thailand;2002;female;43
Thailand;2002;female;287
Thailand;2002;female;183
Thailand;2002;female;199
Thailand;2002;male;33
Thailand;2002;female;22
Thailand;2003;male;912
Thailand;2003;male;531
Thailand;2003;male;1277
Thailand;2003;male;93
Thailand;2003;male;579
Thailand;2003;female;41
Thailand;2003;female;248
Thailand;2003;female;183
Thailand;2003;female;394
